Image,Label
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1611$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1212$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1306$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1372$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1320$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1359$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1770$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1779$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1701$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1595$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1513$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1330$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1555$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1255$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1572$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1615$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1183$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1470$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1653$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1781$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1768$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1409$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1311$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1757$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1576$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1207$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1632$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1294$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1367$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1651$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1300$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1503$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1181$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1518$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1766$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1638$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1477$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1186$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1499$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1384$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1373$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1759$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1213$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1495$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1553$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1600$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1560$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1351$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1381$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1253$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1325$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1546$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1360$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1541$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1214$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1665$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1228$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1338$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1159$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1260$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1158$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1776$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1590$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1692$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1688$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1216$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1249$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1327$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1679$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1527$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1444$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1275$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1307$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1235$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1505$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1455$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1475$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1328$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1167$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1740$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1753$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1625$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1188$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1633$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1479$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1190$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1512$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1528$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1422$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1356$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1599$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1516$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1538$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1601$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1463$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1232$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1774$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1706$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1636$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1717$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1591$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1358$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1583$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1407$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1394$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1722$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1357$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1741$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1467$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1708$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1702$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1278$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1355$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1655$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1490$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1744$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1185$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1473$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1610$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1614$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1237$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1684$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1254$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1184$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1678$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1752$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1286$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1439$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1304$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1580$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1201$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1162$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1442$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1462$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1657$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1319$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1780$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1189$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1290$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1731$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1415$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1264$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1558$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1309$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1578$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1203$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1434$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1587$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1695$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1681$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1552$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1295$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1782$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1197$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1363$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1664$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1376$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1624$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1247$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1182$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1231$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1348$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1771$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1314$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1609$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1262$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1685$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1628$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1233$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1626$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1206$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1292$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1650$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1481$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1556$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1469$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1654$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1150$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1783$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1285$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1567$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1217$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1775$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1368$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1508$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1738$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1554$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1673$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1268$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1192$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1148$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1224$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1545$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1596$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1238$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1273$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1420$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1627$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1408$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1257$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1282$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1281$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1733$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1361$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1521$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1785$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1471$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1500$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1332$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1308$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1631$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1225$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1747$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1623$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1501$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1164$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1739$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1365$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1570$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1440$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1441$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1437$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1390$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1562$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1333$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1343$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1464$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1389$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1316$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1454$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1606$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1166$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1648$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1575$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1597$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1608$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1395$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1480$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1732$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1468$true.jpg,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1424$true.png,GBA true
/home/bruno/Desktop/VISIOPE/Stacked Data/GBA true/1510$true.jpg,GBA true
